,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
182,01/02/21,836,10230.0,10230.0,10230.0,10230.0,3
183,01/02/21,839,10230.0,10230.0,10230.0,10230.0,3
184,01/02/21,840,10226.0,10226.0,10226.0,10226.0,11
185,01/02/21,841,10224.0,10224.0,10224.0,10224.0,4
186,01/02/21,843,10224.0,10224.0,10220.0,10220.0,2
187,01/02/21,844,10220.0,10220.0,10212.0,10212.0,3
188,01/02/21,846,10212.0,10212.0,10212.0,10212.0,2
189,01/02/21,848,10213.0,10228.0,10213.0,10228.0,61
190,01/02/21,851,10215.0,10216.0,10215.0,10215.0,3
191,01/02/21,852,10216.0,10216.0,10216.0,10216.0,1
192,01/02/21,853,10216.0,10216.0,10216.0,10216.0,3
193,01/02/21,854,10216.0,10216.0,10216.0,10216.0,4
194,01/02/21,866,10220.0,10220.0,10220.0,10220.0,1
195,01/02/21,868,10220.0,10220.0,10220.0,10220.0,1
196,01/02/21,869,10220.0,10227.0,10220.0,10227.0,2
197,01/02/21,870,10220.0,10220.0,10220.0,10220.0,1
198,01/02/21,871,10220.0,10220.0,10220.0,10220.0,4
199,01/02/21,876,10226.0,10226.0,10226.0,10226.0,1
200,01/02/21,877,10226.0,10226.0,10226.0,10226.0,2
201,01/02/21,880,10226.0,10227.0,10226.0,10227.0,3
202,01/02/21,883,10226.0,10226.0,10215.0,10216.0,77
203,01/02/21,884,10215.0,10215.0,10215.0,10215.0,1
204,01/02/21,885,10215.0,10215.0,10215.0,10215.0,6
205,01/02/21,886,10221.0,10226.0,10221.0,10226.0,3
206,01/02/21,887,10226.0,10226.0,10226.0,10226.0,6
207,01/02/21,890,10226.0,10226.0,10226.0,10226.0,7
208,01/02/21,893,10227.0,10227.0,10227.0,10227.0,3
209,01/02/21,894,10227.0,10227.0,10227.0,10227.0,1
210,01/02/21,895,10228.0,10228.0,10228.0,10228.0,2
211,01/02/21,896,10228.0,10228.0,10228.0,10228.0,1
212,01/02/21,897,10228.0,10228.0,10228.0,10228.0,1
213,01/02/21,899,10228.0,10228.0,10228.0,10228.0,7
214,01/02/21,901,10228.0,10228.0,10210.0,10210.0,95
215,01/02/21,902,10200.0,10200.0,10195.0,10195.0,84
216,01/02/21,903,10190.0,10190.0,10184.0,10184.0,2
217,01/02/21,904,10183.0,10196.0,10183.0,10196.0,5
218,01/02/21,905,10177.0,10191.0,10176.0,10191.0,4
219,01/02/21,907,10191.0,10191.0,10191.0,10191.0,11
220,01/02/21,908,10177.0,10177.0,10175.0,10175.0,40
221,01/02/21,910,10169.0,10169.0,10169.0,10169.0,1
222,01/02/21,911,10165.0,10165.0,10160.0,10160.0,2
223,01/02/21,915,10160.0,10160.0,10157.0,10157.0,57
224,01/02/21,916,10158.0,10158.0,10157.0,10157.0,2
225,01/02/21,917,10157.0,10167.0,10157.0,10167.0,2
226,01/02/21,918,10167.0,10167.0,10167.0,10167.0,2
227,01/02/21,923,10174.0,10174.0,10174.0,10174.0,2
228,01/02/21,927,10174.0,10180.0,10174.0,10180.0,3
229,01/02/21,928,10206.0,10215.0,10205.0,10206.0,8
230,01/02/21,934,10214.0,10214.0,10208.0,10208.0,2
231,01/02/21,936,10208.0,10208.0,10206.0,10206.0,20
232,01/02/21,937,10202.0,10202.0,10202.0,10202.0,1
233,01/02/21,938,10193.0,10194.0,10193.0,10194.0,2
234,01/02/21,940,10194.0,10213.0,10194.0,10194.0,107
235,01/02/21,943,10195.0,10195.0,10194.0,10194.0,3
236,01/02/21,946,10194.0,10194.0,10194.0,10194.0,1
237,01/02/21,947,10194.0,10194.0,10194.0,10194.0,9
238,01/02/21,948,10192.0,10193.0,10192.0,10193.0,3
239,01/02/21,949,10193.0,10193.0,10190.0,10190.0,15
240,01/02/21,951,10180.0,10180.0,10180.0,10180.0,1
241,01/02/21,953,10180.0,10180.0,10180.0,10180.0,4
242,01/02/21,960,10180.0,10180.0,10180.0,10180.0,10
243,01/02/21,963,10181.0,10181.0,10180.0,10180.0,5
244,01/02/21,964,10174.0,10174.0,10174.0,10174.0,11
245,01/02/21,966,10170.0,10170.0,10170.0,10170.0,60
246,01/02/21,967,10170.0,10170.0,10170.0,10170.0,5
247,01/02/21,968,10170.0,10170.0,10170.0,10170.0,81
248,01/02/21,969,10170.0,10170.0,10170.0,10170.0,5
